LABEL                          LABEL                          USER           PID  PPID     VSZ    RSS WCHAN          ADDR S NAME                       
u:r:kernel:s0                  u:r:kernel:s0                  root           983     2       0      0 rescuer_thread    0 I [cirrus_pwr_wq]
u:r:kernel:s0                  u:r:kernel:s0                  root           985     2       0      0 kthread_worker_fn 0 S [compose-effects]
u:r:kernel:s0                  u:r:kernel:s0                  root           986     2       0      0 rescuer_thread    0 I [vib_workqueue]
u:r:kernel:s0                  u:r:kernel:s0                  root           997     2       0      0 rescuer_thread    0 I [pca9481_dc_wq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1000     2       0      0 irq_thread        0 S [irq/87-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1002     2       0      0 rescuer_thread    0 I [fw_update]
u:r:kernel:s0                  u:r:kernel:s0                  root          1003     2       0      0 irq_thread        0 S [irq/88-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1004     2       0      0 rescuer_thread    0 I [k_ipa_usb]
u:r:kernel:s0                  u:r:kernel:s0                  root          1013     2       0      0 rescuer_thread    0 I [cs35l43_err]
u:r:kernel:s0                  u:r:kernel:s0                  root          1014     2       0      0 rescuer_thread    0 I [cs35l43_mbox]
u:r:vendor_audioadsprpcd:s0    u:r:vendor_audioadsprpcd:s0    media         1015     1 12457456  2612 do_sys_poll       0 S audioadsprpcd
u:r:kernel:s0                  u:r:kernel:s0                  root          1016     2       0      0 rescuer_thread    0 I [cs35l43_irq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1022     2       0      0 irq_thread        0 S [irq/266-cs35l43]
u:r:kernel:s0                  u:r:kernel:s0                  root          1023     2       0      0 rescuer_thread    0 I [pdr_notifier_wq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1026     2       0      0 __qseecom_unregister_listener_kthread_func 0 S [qseecom-unreg-lsnr]
u:r:kernel:s0                  u:r:kernel:s0                  root          1027     2       0      0 __qseecom_unload_app_kthread_func 0 S [qseecom-unload-ta]
u:r:kernel:s0                  u:r:kernel:s0                  root          1029     2       0      0 irq_thread        0 S [irq/277-pm8550ve-temp-alarm]
u:r:kernel:s0                  u:r:kernel:s0                  root          1030     2       0      0 rescuer_thread    0 I [cs35l43_err]
u:r:kernel:s0                  u:r:kernel:s0                  root          1031     2       0      0 rescuer_thread    0 I [cs35l43_mbox]
u:r:kernel:s0                  u:r:kernel:s0                  root          1032     2       0      0 rescuer_thread    0 I [cs35l43_irq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1033     2       0      0 irq_thread        0 S [irq/279-qbt_ipc]
u:r:kernel:s0                  u:r:kernel:s0                  root          1034     2       0      0 rescuer_thread    0 I [ngd_master]
u:r:kernel:s0                  u:r:kernel:s0                  root          1035     2       0      0 irq_thread        0 S [irq/280-pm8550vs-c-temp-alarm]
u:r:kernel:s0                  u:r:kernel:s0                  root          1037     2       0      0 irq_thread        0 S [irq/266-cs35l43]
u:r:kernel:s0                  u:r:kernel:s0                  root          1038     2       0      0 rescuer_thread    0 I [qcrypto_seq_res]
u:r:kernel:s0                  u:r:kernel:s0                  root          1039     2       0      0 rescuer_thread    0 I [fingerprint_deb]
u:r:kernel:s0                  u:r:kernel:s0                  root          1040     2       0      0 irq_thread        0 S [irq/281-pm8550vs-d-temp-alarm]
u:r:logd:s0                    u:r:logd:s0                    logd          1041     1 12576124  7648 sigsuspend        0 S logd
u:r:kernel:s0                  u:r:kernel:s0                  root          1042     2       0      0 irq_thread        0 S [irq/282-pm8550vs-e-temp-alarm]
u:r:kernel:s0                  u:r:kernel:s0                  root          1043     2       0      0 irq_thread        0 S [irq/283-pm8550vs-g-temp-alarm]
u:r:lmkd:s0                    u:r:lmkd:s0                    lmkd          1044     1 12552112  4456 do_epoll_wait     0 S lmkd
u:r:kernel:s0                  u:r:kernel:s0                  root          1045     2       0      0 rescuer_thread    0 I [sec_input_irq_w]
u:r:kernel:s0                  u:r:kernel:s0                  root          1046     2       0      0 rescuer_thread    0 I [usb_notify]
u:r:kernel:s0                  u:r:kernel:s0                  root          1047     2       0      0 rescuer_thread    0 I [pm_workq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1048     2       0      0 rescuer_thread    0 I [batch_workq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1049     2       0      0 irq_thread        0 S [irq/285-q6v5 wdog]
u:r:kernel:s0                  u:r:kernel:s0                  root          1050     2       0      0 irq_thread        0 S [irq/287-msm-vidc]
u:r:kernel:s0                  u:r:kernel:s0                  root          1051     2       0      0 irq_thread        0 S [irq/89-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1052     2       0      0 irq_thread        0 S [irq/90-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1053     2       0      0 irq_thread        0 S [irq/292-pm8550-temp-alarm]
u:r:servicemanager:s0          u:r:servicemanager:s0          system        1054     1 12494916  4852 do_epoll_wait     0 S servicemanager
u:r:kernel:s0                  u:r:kernel:s0                  root          1055     2       0      0 irq_thread        0 S [irq/91-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1057     2       0      0 irq_thread        0 S [irq/92-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1058     2       0      0 irq_thread        0 S [irq/93-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1059     2       0      0 rescuer_thread    0 I [samsung_mobile_]
u:r:kernel:s0                  u:r:kernel:s0                  root          1060     2       0      0 irq_thread        0 S [irq/293-cisd-ovp-power]
u:r:hwservicemanager:s0        u:r:hwservicemanager:s0        system        1061     1 12381332  3904 do_epoll_wait     0 S hwservicemanager
u:r:vndservicemanager:s0       u:r:vndservicemanager:s0       system        1066     1 12463596  2876 do_epoll_wait     0 S vndservicemanager
u:r:kernel:s0                  u:r:kernel:s0                  root          1074     2       0      0 irq_thread        0 S [irq/260-pwr_event_irq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1075     2       0      0 irq_thread        0 S [irq/294-q6v5 wdog]
u:r:kernel:s0                  u:r:kernel:s0                  root          1076     2       0      0 irq_thread        0 S [irq/94-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1078     2       0      0 irq_thread        0 S [irq/261-dp_hs_phy_irq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1079     2       0      0 irq_thread        0 S [irq/349-q6v5 wdog]
u:r:kernel:s0                  u:r:kernel:s0                  root          1081     2       0      0 irq_thread        0 S [irq/269-max77775-irq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1082     2       0      0 irq_thread        0 S [irq/262-dm_hs_phy_irq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1083     2       0      0 rescuer_thread    0 I [pdr_notifier_wq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1084     2       0      0 irq_thread        0 S [irq/263-ss_phy_irq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1085     2       0      0 rescuer_thread    0 I [byte-cntr]
u:r:kernel:s0                  u:r:kernel:s0                  root          1086     2       0      0 rescuer_thread    0 I [pdr_notifier_wq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1087     2       0      0 irq_thread        0 S [irq/95-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1088     2       0      0 irq_thread        0 S [irq/96-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1089     2       0      0 rescuer_thread    0 I [pass-through]
u:r:kernel:s0                  u:r:kernel:s0                  root          1090     2       0      0 irq_thread        0 S [irq/97-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1093     2       0      0 rescuer_thread    0 I [ipa_power_mgmt]
u:r:kernel:s0                  u:r:kernel:s0                  root          1094     2       0      0 rescuer_thread    0 I [transport_power]
u:r:kernel:s0                  u:r:kernel:s0                  root          1095     2       0      0 rescuer_thread    0 I [shm_svc]
u:r:kernel:s0                  u:r:kernel:s0                  root          1096     2       0      0 irq_thread        0 S [irq/98-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1097     2       0      0 rescuer_thread    0 I [page_recycle_st]
u:r:kernel:s0                  u:r:kernel:s0                  root          1099     2       0      0 rescuer_thread    0 I [ipa_pm_activate]
u:r:kernel:s0                  u:r:kernel:s0                  root          1100     2       0      0 rescuer_thread    0 I [rmnet_ctlwq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1101     2       0      0 rescuer_thread    0 I [rmnet_llwq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1103     2       0      0 irq_thread        0 S [irq/99-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1104     2       0      0 rescuer_thread    0 I [sec_input_irq_w]
u:r:kernel:s0                  u:r:kernel:s0                  root          1105     2       0      0 rescuer_thread    0 I [kgsl-highprio-w]
u:r:kernel:s0                  u:r:kernel:s0                  root          1106     2       0      0 rescuer_thread    0 I [sec_tsp_probe_w]
u:r:kernel:s0                  u:r:kernel:s0                  root          1107     2       0      0 rescuer_thread    0 I [kgsl-workqueue]
u:r:kernel:s0                  u:r:kernel:s0                  root          1108     2       0      0 irq_thread        0 S [irq/100-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1109     2       0      0 irq_thread        0 S [irq/101-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1110     2       0      0 rescuer_thread    0 I [kgsl-lockless-w]
u:r:kernel:s0                  u:r:kernel:s0                  root          1111     2       0      0 irq_thread        0 S [irq/102-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1112     2       0      0 irq_thread        0 S [irq/103-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1113     2       0      0 irq_thread        0 S [irq/104-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1114     2       0      0 irq_thread        0 S [irq/105-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1115     2       0      0 irq_thread        0 S [irq/360-bhi]
u:r:kernel:s0                  u:r:kernel:s0                  root          1116     2       0      0 rescuer_thread    0 I [mfc_workqueue]
u:r:kernel:s0                  u:r:kernel:s0                  root          1117     2       0      0 irq_thread        0 S [irq/106-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1118     2       0      0 irq_thread        0 S [irq/107-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1119     2       0      0 rescuer_thread    0 I [cfg80211]
u:r:kernel:s0                  u:r:kernel:s0                  root          1120     2       0      0 irq_thread        0 S [irq/392-wpc-det-irq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1121     2       0      0 irq_thread        0 S [irq/108-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1122     2       0      0 irq_thread        0 S [irq/394-wpc-pdet-b-irq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1123     2       0      0 irq_thread        0 S [irq/109-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1124     2       0      0 irq_thread        0 S [irq/111-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1125     2       0      0 irq_thread        0 S [irq/110-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1126     2       0      0 irq_thread        0 S [irq/112-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1127     2       0      0 irq_thread        0 S [irq/113-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1128     2       0      0 irq_thread        0 S [irq/114-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1129     2       0      0 irq_thread        0 S [irq/115-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1130     2       0      0 irq_thread        0 S [irq/116-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1131     2       0      0 irq_thread        0 S [irq/117-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1132     2       0      0 irq_thread        0 S [irq/118-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1133     2       0      0 irq_thread        0 S [irq/119-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1134     2       0      0 irq_thread        0 S [irq/83-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1135     2       0      0 adspsleepmon_worker 0 S [adspsleepmon-worker]
u:r:kernel:s0                  u:r:kernel:s0                  root          1136     2       0      0 rescuer_thread    0 I [op_wait]
u:r:kernel:s0                  u:r:kernel:s0                  root          1137     2       0      0 rescuer_thread    0 I [op_send]
u:r:kernel:s0                  u:r:kernel:s0                  root          1138     2       0      0 rescuer_thread    0 I [ccic_irq_event]
u:r:kernel:s0                  u:r:kernel:s0                  root          1139     2       0      0 irq_thread        0 S [irq/54-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1140     2       0      0 irq_thread        0 S [irq/55-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1142     2       0      0 irq_thread        0 S [irq/56-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1146     2       0      0 irq_thread        0 S [irq/57-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1147     2       0      0 kthread_worker_fn 0 S [kgsl-events]
u:r:kernel:s0                  u:r:kernel:s0                  root          1148     2       0      0 rescuer_thread    0 I [kgsl_devfreq_wq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1149     2       0      0 kthread_worker_fn 0 S [kgsl_hwsched]
u:r:kernel:s0                  u:r:kernel:s0                  root          1150     2       0      0 irq_thread        0 S [irq/120-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1151     2       0      0 irq_thread        0 S [irq/395-jig-irq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1152     2       0      0 rescuer_thread    0 I [dsi_post_cmd_tx]
u:r:kernel:s0                  u:r:kernel:s0                  root          1153     2       0      0 irq_thread        0 S [irq/399-msm_cvp]
u:r:kernel:s0                  u:r:kernel:s0                  root          1154     2       0      0 rescuer_thread    0 I [msm_cvp_workerq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1155     2       0      0 rescuer_thread    0 I [dsi_post_cmd_tx]
u:r:kernel:s0                  u:r:kernel:s0                  root          1156     2       0      0 rescuer_thread    0 I [pm_workerq_iris]
u:r:kernel:s0                  u:r:kernel:s0                  root          1157     2       0      0 rescuer_thread    0 I [drm_dp]
u:r:kernel:s0                  u:r:kernel:s0                  root          1158     2       0      0 rescuer_thread    0 I [debug_tear_wq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1159     2       0      0 rescuer_thread    0 I [vrr_workqueue]
u:r:kernel:s0                  u:r:kernel:s0                  root          1160     2       0      0 irq_thread        0 S [irq/121-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1161     2       0      0 irq_thread        0 S [irq/122-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1162     2       0      0 irq_thread        0 S [irq/123-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1163     2       0      0 cvp_dsp_thread    0 S [cvp-dsp-thread]
u:r:kernel:s0                  u:r:kernel:s0                  root          1164     2       0      0 rescuer_thread    0 I [max77775_pd]
u:r:kernel:s0                  u:r:kernel:s0                  root          1166     2       0      0 irq_thread        0 S [irq/402-UB_CON_DET]
u:r:kernel:s0                  u:r:kernel:s0                  root          1167     2       0      0 rescuer_thread    0 I [panel_notify_wq]
u:r:vendor_hal_keymint_spu_qti:s0 u:r:vendor_hal_keymint_spu_qti:s0 system  1168     1 12557060  4920 binder_thread_read 0 S android.hardware.security.keymint-service-spu-qti
u:r:tee:s0                     u:r:tee:s0                     system        1169     1 13167968  3716 sigsuspend        0 S qseecomd
u:r:vendor_hal_qseecom_default:s0 u:r:vendor_hal_qseecom_default:s0 system  1170     1 12370116  3296 binder_thread_read 0 S vendor.qti.hardware.qseecom@1.0-service
u:r:kernel:s0                  u:r:kernel:s0                  root          1171     2       0      0 rescuer_thread    0 I [sdm_dp_audio_no]
u:r:kernel:s0                  u:r:kernel:s0                  root          1172     2       0      0 rescuer_thread    0 I [hdcp_1x_1]
u:r:kernel:s0                  u:r:kernel:s0                  root          1173     2       0      0 sde_hdcp_2x_main  0 I [hdcp_2x]
u:r:kernel:s0                  u:r:kernel:s0                  root          1174     2       0      0 dp_hdcp2p2_main   0 I [dp_hdcp2p2]
u:r:kernel:s0                  u:r:kernel:s0                  root          1175     2       0      0 kthread_worker_fn 0 S [crtc_commit:201]
u:r:kernel:s0                  u:r:kernel:s0                  root          1176     2       0      0 kthread_worker_fn 0 S [crtc_event:201]
u:r:kernel:s0                  u:r:kernel:s0                  root          1177     2       0      0 kthread_worker_fn 0 S [crtc_commit:266]
u:r:kernel:s0                  u:r:kernel:s0                  root          1178     2       0      0 kthread_worker_fn 0 S [crtc_event:266]
u:r:kernel:s0                  u:r:kernel:s0                  root          1179     2       0      0 kthread_worker_fn 0 S [crtc_commit:275]
u:r:kernel:s0                  u:r:kernel:s0                  root          1180     2       0      0 kthread_worker_fn 0 S [crtc_event:275]
u:r:kernel:s0                  u:r:kernel:s0                  root          1181     2       0      0 kthread_worker_fn 0 S [crtc_commit:284]
u:r:kernel:s0                  u:r:kernel:s0                  root          1182     2       0      0 kthread_worker_fn 0 S [crtc_event:284]
u:r:kernel:s0                  u:r:kernel:s0                  root          1183     2       0      0 kthread_worker_fn 0 S [crtc_commit:293]
u:r:kernel:s0                  u:r:kernel:s0                  root          1184     2       0      0 kthread_worker_fn 0 S [crtc_event:293]
u:r:kernel:s0                  u:r:kernel:s0                  root          1185     2       0      0 kthread_worker_fn 0 S [crtc_commit:302]
u:r:kernel:s0                  u:r:kernel:s0                  root          1186     2       0      0 kthread_worker_fn 0 S [crtc_event:302]
u:r:kernel:s0                  u:r:kernel:s0                  root          1187     2       0      0 kthread_worker_fn 0 S [pp_event]
u:r:kernel:s0                  u:r:kernel:s0                  root          1188     2       0      0 kthread_worker_fn 0 S [card0-crtc0]
u:r:kernel:s0                  u:r:kernel:s0                  root          1189     2       0      0 kthread_worker_fn 0 S [card0-crtc1]
u:r:kernel:s0                  u:r:kernel:s0                  root          1190     2       0      0 kthread_worker_fn 0 S [card0-crtc2]
u:r:kernel:s0                  u:r:kernel:s0                  root          1191     2       0      0 kthread_worker_fn 0 S [card0-crtc3]
u:r:kernel:s0                  u:r:kernel:s0                  root          1192     2       0      0 kthread_worker_fn 0 S [card0-crtc4]
u:r:kernel:s0                  u:r:kernel:s0                  root          1193     2       0      0 kthread_worker_fn 0 S [card0-crtc5]
u:r:kernel:s0                  u:r:kernel:s0                  root          1194     2       0      0 rescuer_thread    0 I [max77775-charge]
u:r:kernel:s0                  u:r:kernel:s0                  root          1195     2       0      0 irq_thread        0 S [irq/284-sec_epen_irq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1196     2       0      0 irq_thread        0 S [irq/286-sec_epen_pdct]
u:r:kernel:s0                  u:r:kernel:s0                  root          1197     2       0      0 rescuer_thread    0 I [irq_wq_pdct]
u:r:kernel:s0                  u:r:kernel:s0                  root          1209     2       0      0 irq_thread        0 S [irq/124-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1213     2       0      0 irq_thread        0 S [irq/125-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1214     2       0      0 irq_thread        0 S [irq/126-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1215     2       0      0 irq_thread        0 S [irq/127-arm-smmu-context-fault]
u:r:kernel:s0                  u:r:kernel:s0                  root          1231     2       0      0 rescuer_thread    0 I [cds_recovery_wo]
u:r:kernel:s0                  u:r:kernel:s0                  root          1233     2       0      0 wlan_logging_thread 0 S [wlan_logging_thread]
u:r:kernel:s0                  u:r:kernel:s0                  root          1238     2       0      0 irq_thread        0 S [irq/393-wpc-irq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1239     2       0      0 irq_thread        0 S [irq/359-synaptics_ts]
u:r:kernel:s0                  u:r:kernel:s0                  root          1248     2       0      0 rescuer_thread    0 I [cam-cpas]
u:r:kernel:s0                  u:r:kernel:s0                  root          1249     2       0      0 rescuer_thread    0 I [qcom,cam_virtua]
u:r:kernel:s0                  u:r:kernel:s0                  root          1250     2       0      0 rescuer_thread    0 I [rt-cdm0_0]
u:r:kernel:s0                  u:r:kernel:s0                  root          1251     2       0      0 rescuer_thread    0 I [rt-cdm0_1]
u:r:kernel:s0                  u:r:kernel:s0                  root          1252     2       0      0 rescuer_thread    0 I [rt-cdm0_2]
u:r:kernel:s0                  u:r:kernel:s0                  root          1253     2       0      0 rescuer_thread    0 I [rt-cdm0_3]
u:r:kernel:s0                  u:r:kernel:s0                  root          1254     2       0      0 rescuer_thread    0 I [rt-cdm1_0]
u:r:kernel:s0                  u:r:kernel:s0                  root          1255     2       0      0 rescuer_thread    0 I [rt-cdm1_1]
u:r:kernel:s0                  u:r:kernel:s0                  root          1256     2       0      0 rescuer_thread    0 I [rt-cdm1_2]
u:r:kernel:s0                  u:r:kernel:s0                  root          1257     2       0      0 rescuer_thread    0 I [rt-cdm1_3]
u:r:kernel:s0                  u:r:kernel:s0                  root          1258     2       0      0 rescuer_thread    0 I [rt-cdm2_0]
u:r:kernel:s0                  u:r:kernel:s0                  root          1259     2       0      0 rescuer_thread    0 I [rt-cdm2_1]
u:r:kernel:s0                  u:r:kernel:s0                  root          1260     2       0      0 rescuer_thread    0 I [rt-cdm2_2]
u:r:kernel:s0                  u:r:kernel:s0                  root          1261     2       0      0 rescuer_thread    0 I [rt-cdm2_3]
u:r:kernel:s0                  u:r:kernel:s0                  root          1262     2       0      0 rescuer_thread    0 I [rt-cdm3_0]
u:r:kernel:s0                  u:r:kernel:s0                  root          1263     2       0      0 rescuer_thread    0 I [rt-cdm3_1]
u:r:kernel:s0                  u:r:kernel:s0                  root          1264     2       0      0 rescuer_thread    0 I [rt-cdm3_2]
u:r:kernel:s0                  u:r:kernel:s0                  root          1265     2       0      0 rescuer_thread    0 I [rt-cdm3_3]
u:r:kernel:s0                  u:r:kernel:s0                  root          1266     2       0      0 rescuer_thread    0 I [rt-cdm4_0]
u:r:kernel:s0                  u:r:kernel:s0                  root          1267     2       0      0 rescuer_thread    0 I [rt-cdm4_1]
u:r:kernel:s0                  u:r:kernel:s0                  root          1268     2       0      0 rescuer_thread    0 I [rt-cdm4_2]
u:r:kernel:s0                  u:r:kernel:s0                  root          1269     2       0      0 rescuer_thread    0 I [rt-cdm4_3]
u:r:kernel:s0                  u:r:kernel:s0                  root          1270     2       0      0 irq_thread        0 S [irq/259-cs40l26 IRQ1 Controller]
u:r:kernel:s0                  u:r:kernel:s0                  root          1271     2       0      0 irq_thread        0 S [irq/450-CCI0]
u:r:kernel:s0                  u:r:kernel:s0                  root          1272     2       0      0 rescuer_thread    0 I [cam_cci_wq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1273     2       0      0 rescuer_thread    0 I [cam_cci_wq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1274     2       0      0 irq_thread        0 S [irq/451-CCI1]
u:r:kernel:s0                  u:r:kernel:s0                  root          1275     2       0      0 rescuer_thread    0 I [cam_cci_wq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1276     2       0      0 rescuer_thread    0 I [cam_cci_wq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1277     2       0      0 irq_thread        0 S [irq/452-CCI2]
u:r:kernel:s0                  u:r:kernel:s0                  root          1278     2       0      0 rescuer_thread    0 I [cam_cci_wq]
u:r:kernel:s0                  u:r:kernel:s0                  root          1279     2       0      0 rescuer_thread    0 I [cam_cci_wq]
u:r:vold:s0                    u:r:vold:s0                    root          1280     1 12672088  6260 binder_thread_read 0 S vold
u:r:kernel:s0                  u:r:kernel:s0                  root          1283     2       0      0 kjournald2        0 S [jbd2/sda36-8]
u:r:kernel:s0                  u:r:kernel:s0                  root          1284     2       0      0 rescuer_thread    0 I [ext4-rsv-conver]
u:r:kernel:s0                  u:r:kernel:s0                  root          1287     2       0      0 kjournald2        0 S [jbd2/sda5-8]
u:r:kernel:s0                  u:r:kernel:s0                  root          1288     2       0      0 rescuer_thread    0 I [ext4-rsv-conver]
u:r:kernel:s0                  u:r:kernel:s0                  root          1290     2       0      0 kjournald2        0 S [jbd2/sda6-8]
u:r:kernel:s0                  u:r:kernel:s0                  root          1291     2       0      0 rescuer_thread    0 I [ext4-rsv-conver]
u:r:kernel:s0                  u:r:kernel:s0                  root          1295     2       0      0 rescuer_thread    0 I [kdmflush/254:65]
u:r:kernel:s0                  u:r:kernel:s0                  root          1296     2       0      0 kjournald2        0 S [jbd2/sda9-8]
u:r:kernel:s0                  u:r:kernel:s0                  root          1297     2       0      0 rescuer_thread    0 I [ext4-rsv-conver]
u:r:kernel:s0                  u:r:kernel:s0                  root          1301     2       0      0 kjournald2        0 S [jbd2/sda22-8]
u:r:kernel:s0                  u:r:kernel:s0                  root          1302     2       0      0 rescuer_thread    0 I [ext4-rsv-conver]
u:r:kernel:s0                  u:r:kernel:s0                  root          1303     2       0      0 kjournald2        0 S [jbd2/sda31-8]
u:r:kernel:s0                  u:r:kernel:s0                  root          1304     2       0      0 rescuer_thread    0 I [ext4-rsv-conver]
u:r:kernel:s0                  u:r:kernel:s0                  root          1306     2       0      0 kjournald2        0 S [jbd2/sda37-8]
u:r:kernel:s0                  u:r:kernel:s0                  root          1307     2       0      0 rescuer_thread    0 I [ext4-rsv-conver]
u:r:kernel:s0                  u:r:kernel:s0                  root          1308     2       0      0 rescuer_thread    0 I [sec_input_vbus_]
u:r:vendor_iod:s0              u:r:vendor_iod:s0              root          1310     1 12489072  2624 __arm64_sys_nanosleep 0 S iod
u:r:vendor_hal_qvirtservice_qti:s0 u:r:vendor_hal_qvirtservice_qti:s0 root  1313     1 12455952  3776 binder_thread_read 0 S vendor.qti.qvirt-service_rs
u:r:vendor_qvirtmgr:s0         u:r:vendor_qvirtmgr:s0         root          1323     1 12591636  4676 futex_wait_queue  0 S qcrosvm
u:r:vendor_spdaemon:s0         u:r:vendor_spdaemon:s0         system        1324     1 12522792  3880 futex_wait_queue  0 S spdaemon
u:r:vendor_sec_nvm:s0          u:r:vendor_sec_nvm:s0          system        1325     1 12629524  3376 futex_wait_queue  0 S sec_nvm
u:r:system_suspend:s0          u:r:system_suspend:s0          system        1327     1 12746276  6512 binder_thread_read 0 S android.system.suspend-service
u:r:keystore:s0                u:r:keystore:s0                keystore      1328     1 12927012 10672 binder_thread_read 0 S keystore2
u:r:hal_keymint_default:s0     u:r:hal_keymint_default:s0     system        1329     1 12613416  5092 binder_thread_read 0 S android.hardware.security.keymint-service
u:r:hal_engmode_default:s0     u:r:hal_engmode_default:s0     system        1331     1 12386824  4456 binder_thread_read 0 S vendor.samsung.hardware.security.engmode-service
u:r:hal_fkey_default:s0        u:r:hal_fkey_default:s0        system        1332     1 12576256  4172 binder_thread_read 0 S vendor.samsung.hardware.security.fkeymaster-service
u:r:hal_hdcp_default:s0        u:r:hal_hdcp_default:s0        system        1333     1 12422540  4004 binder_thread_read 0 S vendor.samsung.hardware.security.hdcp.wifidisplay-service
u:r:hal_vaultkeeperd_default:s0 u:r:hal_vaultkeeperd_default:s0 system      1336     1 12449280  4624 binder_thread_read 0 S vendor.samsung.hardware.security.vaultkeeper-service
u:r:vendor_sensors:s0          u:r:vendor_sensors:s0          system        1342     1 12393840  2796 do_sys_poll       0 S sscrpcd
